"parameters","objective","scenario","catch_rule","stat_yrs","fhist","stock","idxB_lag","idxB_range_3","exp_b","comp_b_multiplier","interval","multiplier","upper_constraint","lower_constraint","risk_Blim","risk_Bmsy","risk_halfBmsy","risk_collapse","SSB","Fbar","Catch","SSB_rel","Fbar_rel","Catch_rel","ICV","fitness","iter","risk_penalty"
"none","MSY","GA","hr","all","one-way","san",1,1,1,1.4,1,1,Inf,0,0.5892,0.62688,0.5384,0.16752,71.4973754297044,0.370071214672586,125.342497578723,0.338578105376587,0.252475368963763,0.213010395374427,0.905411168639712,-2.9430226678887,NA,NA
"none","MSY","GA","hr","all","random","san",1,1,1,1.4,1,1,Inf,0,0.70272,0.72588,0.66864,0.38424,14.4442452886101,0.0794332207323114,17.1997173912506,0.0684011849948338,0.0541920876772694,0.029229660112187,0.874111118062828,-3.47920027295581,NA,NA
"none","MSY","GA_cond_cap","hr","all","one-way","san",1,1,1,1.4,1,1,1.2,0.7,0.21644,0.23648,0.19236,0.07076,687.969000999218,0.115070039263355,112.335524607536,3.25789918183996,0.0785047565652836,0.190905997355097,0.2,-3.48343318448486,NA,NA
"none","MSY","GA_cond_cap","hr","all","random","san",1,1,1,1.4,1,1,1.2,0.7,0.369,0.38476,0.34944,0.23044,493.719183093093,0.0822427766868895,78.6459579992546,2.33802296371128,0.0561088638223257,0.13365304610673,0.2,-2.77336991760455,NA,NA
"none","MSY-PA","GA","hr","all","one-way","san",1,1,1,1.4,1,1,Inf,0,0.5892,0.62688,0.5384,0.16752,71.4973754297044,0.370071214672586,125.342497578723,0.338578105376587,0.252475368963763,0.213010395374427,0.905411168639712,-7.3538226678887,NA,5
"none","MSY-PA","GA","hr","all","random","san",1,1,1,1.4,1,1,Inf,0,0.70272,0.72588,0.66864,0.38424,14.4442452886101,0.0794332207323114,17.1997173912506,0.0684011849948338,0.0541920876772694,0.029229660112187,0.874111118062828,-7.77648027295581,NA,5
"none","MSY-PA","GA_cond_cap","hr","all","one-way","san",1,1,1,1.4,1,1,1.2,0.7,0.21644,0.23648,0.19236,0.07076,687.969000999218,0.115070039263355,112.335524607536,3.25789918183996,0.0785047565652836,0.190905997355097,0.2,-8.26699318448486,NA,5
"none","MSY-PA","GA_cond_cap","hr","all","random","san",1,1,1,1.4,1,1,1.2,0.7,0.369,0.38476,0.34944,0.23044,493.719183093093,0.0822427766868895,78.6459579992546,2.33802296371128,0.0561088638223257,0.13365304610673,0.2,-7.40436991760455,NA,5
"mult","MSY","GA","hr","all","one-way","san",1,1,1,1.4,1,0.64,Inf,0,0.45576,0.49668,0.40608,0.09148,214.822267142422,0.428376473110104,220.520357740864,1.01729770868716,0.292253230772236,0.374758198519137,0.887906373876986,-1.98620588404501,1,NA
"mult","MSY","GA","hr","all","random","san",1,1,1,1.4,1,0.4,Inf,0,0.46904,0.501,0.42936,0.19,210.152216640404,0.282421482638552,175.53056165196,0.995182535347117,0.192677693388141,0.29830133482298,0.771668689699977,-1.94722481952988,1,NA
"mult","MSY","GA_cond_cap","hr","all","one-way","san",1,1,1,1.4,1,2,1.2,0.7,0.33292,0.3526,0.30832,0.15796,521.540308567734,0.122282826059391,107.278464845721,2.46977079216003,0.083425568926216,0.182311894635707,0.2,-2.82037889752432,1,NA
"mult","MSY","GA_cond_cap","hr","all","random","san",1,1,1,1.4,1,1.95,1.2,0.7,0.48344,0.49928,0.46384,0.33412,213.188164941211,0.0584316077201888,52.2884664203169,1.00955936551089,0.0398640616545996,0.0888604194177539,0.2,-1.60413894609314,1,NA
"mult","MSY-PA","GA","hr","all","one-way","san",1,1,1,1.4,1,0.18,Inf,0,0.04872,0.06836,0.03124,0.0022,704.141018097616,0.254264246939906,258.761119250071,3.33448228543482,0.173467854335123,0.439745572202027,0.477732275540342,-3.39017043987786,1,0.0177014511047325
"mult","MSY-PA","GA","hr","all","random","san",1,1,1,1.4,1,0.07,Inf,0,0.03576,0.04596,0.02668,0.00276,818.476254135858,0.152121935909114,169.268250972538,3.87592044820589,0.103782840635458,0.287658996433772,0.420638362254078,-4.00892706101523,1,2.72469890379925e-05
"mult","MSY-PA","GA_cond_cap","hr","all","one-way","san",1,1,1,1.4,1,0.21,1.2,0.7,0.04992,0.06208,0.03732,0.01,822.028420108178,0.169731942705765,203.903646348486,3.89274184364402,0.115796995714697,0.346519314406505,0.2,-3.7783830715721,1,0.0321605423345931
"mult","MSY-PA","GA_cond_cap","hr","all","random","san",1,1,1,1.4,1,1.95,1.2,0.7,0.48344,0.49928,0.46384,0.33412,213.188164941211,0.0584316077201888,52.2884664203169,1.00955936551089,0.0398640616545996,0.0888604194177539,0.2,-6.12069894609314,1,5
"all","MSY","GA","hr","all","one-way","san",0,1,1,1,1,0.87,Inf,0.06,0.42156,0.50184,0.31656,0.0106,209.918897286832,0.807453096633746,375.729858779949,0.994077644094744,0.550872400799672,0.638525379011438,0.909223590809808,-1.69818056770363,15,NA
"all","MSY","GA","hr","all","random","san",1,1,1,0.1,3,0.85,1.19,0.08,0.48812,0.49952,0.47504,0.41028,213.293976371143,0.0709384772251516,78.6763482911517,1.01006043891755,0.0483966801551788,0.133704692182224,0.19,-1.55447574673532,32,NA
"all","MSY-PA","GA","hr","all","one-way","san",0,1,1,0.6,1,0.28,Inf,0.15,0.04524,0.07824,0.0204,0.0016,580.769657630873,0.406018271537799,339.649518330348,2.75025326676782,0.276999693162379,0.57720948270431,0.537804051368821,-2.71396389668377,24,0.00311606125143999
"all","MSY-PA","GA","hr","all","random","san",0,1,1,0.7,1,0.11,Inf,0.08,0.0326,0.05076,0.01768,0,716.734476186271,0.249161183733872,237.695980785262,3.39411900851969,0.169986368300256,0.403946912053359,0.464272946606692,-3.45445065529855,19,5.61222552674955e-06
"all","MSY-PA","GA_cond_cap","hr","all","one-way","san",0,1,1,1,1,0.28,1.2,0.7,0.0496,0.06856,0.03288,0.002,743.836233908542,0.265516255676874,272.684401836716,3.52246024799642,0.181144363463137,0.463407171308334,0.2,-3.28648457118534,24,0.0274314944972519
"all","MSY-PA","GA_cond_cap","hr","all","random","san",1,1,1,1.4,1,1.95,1.2,0.7,0.48344,0.49928,0.46384,0.33412,213.188164941211,0.0584316077201888,52.2884664203169,1.00955936551089,0.0398640616545996,0.0888604194177539,0.2,-6.12069894609314,10,5
